Gene,Treatment1,Treatment2,Treatment3,Vector1,Vector2,Vector3,KO1,KO2,KO3,WT1,WT2,WT3
HDDC2,11.02515635,11.04462999,11.07661381,11.22310075,11.20276725,11.26149158,11.05990667,11.07619115,11.07308265,11.01894439,11.06233991,11.0921584
TPD52L1,7.924950561,6.944610437,7.409407712,7.711295251,7.433468303,7.52598531,6.567699598,6.653041004,6.627897618,7.365445671,7.469290108,7.386841155
HINT3,10.85846447,10.65562618,10.59157241,11.13942542,11.17970939,11.09251152,10.61225225,10.6193142,10.6105698,10.98367049,10.96044441,10.91871305
NCOA7,11.4999168,10.93995536,11.00812707,10.9215331,11.09637159,10.96888367,10.71776909,10.59950222,10.61898279,11.3065836,11.17527782,11.14280001
UST,11.28439883,11.05358868,11.15577939,11.79696621,12.00148517,11.88769182,12.09040253,12.07966931,12.05339683,11.70835643,11.72373754,11.75633142
ULBP1,10.12874521,9.430958357,9.897616957,9.779549566,10.02801473,9.999707726,8.867083934,8.934200099,8.694222164,9.944235868,10.12173028,9.909456624
MTRF1L,10.67078108,10.70328891,10.36201999,10.69289712,10.46090547,10.61449351,10.45836237,10.29917045,10.48272188,10.30874322,10.22255611,10.20522034
PPARD,12.34369053,12.26654995,12.21863327,12.44807846,12.65366561,12.58438358,12.48231489,12.60113709,12.38713083,12.13582077,12.38040319,12.24685239
FANCE,9.810055616,10.35413457,9.596869268,9.552609194,9.679041353,9.729816601,9.316752367,9.340551751,9.364486734,9.291559183,9.468086746,9.427486495
MAPK14,12.13180323,12.03314184,11.91537101,12.34200775,12.34986459,12.30317223,12.13747809,12.20711027,12.1096941,12.19723869,12.22132343,12.24459222
RHAG,4.806488328,4.376859979,4.376859979,4.376859979,4.376859979,4.719824224,5.456152103,5.786071775,5.42373022,4.744228785,4.376859979,4.376859979
KCTD20,12.82224757,12.84723819,12.64701808,12.72186508,12.87654503,12.82783616,12.46493603,12.55886721,12.47373843,12.64401114,12.62489647,12.57943878
STK38,11.69103123,11.67311083,11.35963347,11.28513001,11.29009226,11.21212578,11.03708898,11.08851802,11.05382082,11.18426959,11.12574076,11.07572282
SRSF3,14.10751375,14.53204155,14.08031952,14.08498252,13.85494649,13.94683739,14.0028465,13.94269272,14.05980754,13.79563767,13.85331208,13.83893614
SOD2,16.99824018,16.7644902,16.83657375,18.00980199,18.19667143,18.06537513,17.68659569,17.73121223,17.73589165,17.74175711,17.93339579,17.7979448
MRPL18,11.746641,12.01329194,11.7761064,12.07860804,11.89226097,11.99123323,12.24727486,12.13419633,12.2401535,11.76700503,11.81139069,11.82790191
MCM3,12.8129741,13.59654083,12.67121044,12.6043405,12.138167,12.40991702,12.8269273,12.71765047,12.85999459,12.39921348,12.29507469,12.49425148
RNF8,10.60953018,10.96419222,10.61017671,10.31772835,10.23272505,10.30841259,10.50899407,10.45964078,10.38003915,10.10552213,10.10609162,10.1398161
PHACTR1,8.413546349,8.225796283,8.635017059,9.978834745,10.18719489,10.18222499,9.457873406,9.572728511,9.449554956,9.401214519,9.572617612,9.353836356
ICK,10.78295448,10.70730193,10.70192984,9.843715694,9.7535069,9.731820727,8.02604522,8.304299201,8.170149676,10.30565782,10.17516715,10.17229446
FBXO9,12.07304083,12.20355694,12.05713051,11.79279481,11.71271135,11.78436619,11.68542765,11.63523549,11.69803018,11.75715915,11.72483475,11.81919485
CD83,9.276056835,9.474022373,9.137175142,9.614885728,9.747446326,9.695312936,9.597783999,9.718524147,9.418541787,9.608321412,9.788207172,9.577007
MDN1,11.35152746,11.01147735,11.15525167,11.30609501,11.42207965,11.44605949,11.08034139,10.99304643,11.13524782,11.74610827,11.42657721,11.59004153
SAYSD1,9.475611231,9.429338396,9.526747026,9.032232124,8.969171978,8.894642633,8.997660401,8.872394649,8.801820745,9.071026945,9.065123701,9.069291489
BMP5,4.982242512,5.10577626,4.665485338,5.047136128,4.376859979,4.376859979,4.376859979,4.688784496,4.376859979,5.059613249,5.143361516,5.182988729
BACH2,7.192362306,6.786468463,7.24967209,7.068449977,7.113621442,7.128444659,6.440029071,6.696131633,6.712350456,6.29894613,6.160727781,6.539522556
RBM24,6.843265593,7.447200069,6.964225648,6.459660879,6.813167723,6.791759171,5.827552206,6.025744971,5.646003196,6.17271408,6.368863808,6.142195778
CAP2,11.58300912,11.75195246,11.37331095,11.1994846,10.99690012,11.16323869,10.69542069,10.66422146,10.8074396,10.87807995,10.82032475,10.82196997
TREML2,5.276941774,6.024697193,5.018032949,4.852928109,4.865967513,4.860756096,5.993328103,5.871744104,5.954664728,5.300164938,4.959159056,5.380247792
BAG2,9.688682719,9.931881065,9.513622497,10.68591526,11.02220939,10.79968415,9.71487756,9.623579253,9.649746763,9.891696359,9.94964898,9.687699118
RAB23,11.45578918,11.43739716,11.08882446,12.15317519,12.4443198,12.32057819,11.47775585,11.49995579,11.42634569,11.59700881,11.71970731,11.5221512
CCNC,11.11845286,11.35964689,11.03131917,11.2605032,11.09000256,11.12944864,10.88740801,10.92014151,10.83928961,11.02082674,10.93917214,10.7951915
E2F3,10.37553757,10.87840927,10.17680056,10.53423631,10.58499754,10.51447229,11.01496649,11.0518796,11.17643891,10.65504896,10.47298878,10.58792551
ASCC3,12.08264219,12.04824754,11.79993339,12.06445158,12.0494571,11.96380107,11.77464998,11.66975511,11.86203512,12.21522716,11.98077306,12.05026954
BVES,9.857036195,9.347641326,9.757164018,10.10685522,10.45224031,10.22267963,10.75891974,10.88188621,10.73382286,10.59440046,10.4808048,10.46515401
ALDH5A1,5.276941774,5.614545728,5.276451472,4.958621355,4.865967513,5.331673581,4.376859979,4.997136348,4.714449674,4.636978873,4.881991607,4.811733156
AIM1,11.94679071,11.60376982,11.60001139,11.70129924,11.73889846,11.73479113,10.29308812,10.27552673,10.19967398,12.0832011,12.00836817,11.9820376
VNN1,7.696634409,8.14880614,7.8074245,7.46951306,7.483602425,7.625280916,8.718226348,9.020839192,8.76431142,8.117415922,8.468637775,7.76428262
VNN2,5.410850215,5.557359902,5.569210581,4.958621355,4.723535226,4.719824224,5.913463241,5.925409462,5.861095046,5.662086039,5.552652938,5.463879564
ACOT13,10.3745291,9.945539231,10.30510714,10.38332683,10.49384882,10.45750298,9.851989336,9.979147331,9.717939661,10.14403796,10.35414828,10.147097
SMAP1,9.908121061,9.943271839,9.939915552,9.589441816,9.557280249,9.593179094,9.592099149,9.483117085,9.643571866,9.360136227,9.445172734,9.470708141
RPS12,14.72255886,15.16857823,15.03052399,14.85691025,14.77262609,14.80051419,14.89953339,14.78029662,14.93881038,14.36782624,14.42698831,14.42272335
C6orf62,13.63584781,13.60220831,13.54177531,13.55889796,13.6715846,13.58353336,13.62645752,13.66062238,13.60109887,13.78923357,13.79435003,13.75140674
GMNN,10.73740173,11.44582745,10.78751236,10.58979839,10.37967315,10.53297268,10.85218962,10.79191124,10.82299747,10.533069,10.52178954,10.49589053
EYA4,6.012682353,5.52746131,5.600077601,10.25979147,10.4042702,10.28540784,9.542850114,9.861542582,9.430549098,9.961985417,10.17516715,9.870393459
SOBP,9.605132588,8.721338247,9.402305214,9.591579391,9.804990861,9.935085393,9.031688275,9.102553847,9.154612266,9.923247977,9.975701474,9.983188043
SNX3,13.71215694,13.59726175,13.61113708,13.60218203,13.43722308,13.51365803,13.36932484,13.26220023,13.39736633,13.37484584,13.35259999,13.41650185
HBS1L,12.08634176,12.16784693,11.97788077,12.25236753,12.15122554,12.16658009,12.30093298,12.30570482,12.2854437,12.06073499,11.98596844,12.02382414
TRIM38,10.44827293,10.34299954,10.51630303,9.534944836,9.708459165,9.685005542,9.620301695,9.774234432,9.767992945,9.883440633,9.926937253,9.842255777
FIG4,10.55982728,10.43622399,10.45587007,10.31772835,10.50226825,10.3918691,10.39123918,10.37211357,10.21224085,10.11348452,10.08345222,9.968192354
PERP,14.046231,13.71111914,13.74603467,13.58767489,13.58677174,13.66990163,12.55310276,12.52011876,12.49417303,12.94579713,12.97628713,12.97293206
KIAA1244,10.03483117,9.711099318,9.771014701,8.230593787,8.471514542,8.534086696,9.224188397,9.250943511,9.154612266,9.148929069,8.976866379,9.074398336
SLC16A10,6.224141681,6.28161078,6.175756936,5.793289165,5.829477219,5.882901996,6.440029071,5.925409462,5.828089783,5.456571593,5.411443238,5.827169316
HECA,10.15834726,10.09088745,10.01515524,10.0285786,10.29359012,10.19970186,10.6441767,10.73113528,10.63773447,10.31335898,10.26944012,10.23171517
GPR126,5.630679734,6.234363724,5.659092966,5.793289165,5.593455316,5.946902214,4.766225435,5.247560528,4.853207168,4.895013298,5.026807914,4.684941522
PHACTR2,10.89619291,10.77641724,10.70913906,11.01044251,11.22908961,11.02795174,11.17458927,11.28396755,11.27354821,11.27735733,11.11070961,11.05716715
EPM2A,8.523513395,8.599643801,8.460923069,8.440303731,8.134981456,8.336895954,8.598335393,8.448710384,8.511472884,8.821311089,8.543745872,8.806171497
CUTA,13.58641472,13.82697665,13.79292283,13.21505021,13.05123179,13.13758115,12.85239761,12.79984008,12.85131939,12.71736922,12.84705664,12.95195973
QKI,12.65067246,12.77786774,12.46014236,12.6835773,12.72167066,12.6787722,12.58919729,12.58771758,12.61526188,13.03056078,12.85976429,12.87368373
C6orf118,5.323991366,5.52746131,5.504372944,4.376859979,4.376859979,4.376859979,4.766225435,4.915055833,4.714449674,4.744228785,4.881991607,4.684941522
PDE10A,10.38056939,10.44986175,10.15373209,6.67808025,7.126408903,7.025166106,8.295697836,8.16843931,8.307205619,8.54007437,7.829672118,8.199729213
TFEB,7.957866625,7.175859146,7.688773802,7.875935823,8.385400455,8.186558282,6.909021247,7.40649388,6.951590515,7.389323073,7.862206806,7.623781499
CCND3,12.2527877,12.39544818,12.24714008,12.31446757,12.25698457,12.30519136,12.65844544,12.58359852,12.62286229,12.13755658,12.28444796,12.43304252
BYSL,11.2032431,11.78333493,11.24080808,11.21411664,10.98493541,11.07289218,11.3035961,11.18593217,11.31426311,10.59944809,10.76308068,10.77418867
TBP,9.782940084,9.894813614,9.669663829,9.898256789,9.927974253,9.881938984,10.00096737,10.09175033,10.04121758,9.819967636,9.768469023,9.78271899
GLTSCR1L,10.46542412,10.26980475,10.17263366,10.17398758,10.34531933,10.10857739,10.02857987,10.12992526,10.0111648,10.55532009,10.32742511,10.28988038
PPP2R5D,12.39977268,12.39834662,12.34871131,12.29657498,12.300729,12.33580263,12.19248249,12.20711027,12.08561845,11.9718284,12.11207861,12.10673508
MRPL2,11.56544434,11.71390141,11.68801061,11.56226991,11.55749464,11.59103176,11.68142038,11.74504281,11.59945567,11.11547071,11.43643392,11.26603784
PTK7,12.44201328,11.9111767,12.21458685,12.2233882,12.52679331,12.53677396,10.68878118,10.81317844,10.43467927,11.39014118,11.93093615,11.63560316
SRF,12.22788241,12.40061989,12.15592088,12.23128729,12.16378797,12.22569487,12.70063246,12.62248585,12.6420769,12.18679808,12.18138638,12.25136213
CUL9,11.71830951,11.59693722,11.64918625,11.54363408,11.69130873,11.59268592,11.40185227,11.34796862,11.32779715,11.50419232,11.49976633,11.60245037
DNPH1,10.10096384,9.921551833,10.31459242,9.670542906,9.929759247,9.976235209,8.984689447,8.893293172,8.637239364,9.043474947,9.412831443,9.205846499
DUSP22,9.494311974,9.435807334,9.437482072,9.111892087,9.235005958,9.140981908,8.87178972,8.829663083,8.733582233,8.784035817,8.936956669,8.985015029
COX7A2,12.51885513,12.65479935,12.77909219,12.70519283,12.50959822,12.5912949,12.70557354,12.63845809,12.70540804,12.34709515,12.52325021,12.41908051
GMDS,10.54197361,10.55158235,10.57982166,10.65151407,10.50825217,10.60030926,9.863830678,9.827870935,9.847138542,10.03460795,10.27744049,10.13859903
VEGFA,15.48863181,15.0889321,15.36380952,14.72642859,14.76939155,14.75242738,16.19674642,16.19475301,16.19086043,15.96101226,15.92319782,16.08446257
PRPF4B,11.87552828,12.01706834,11.63789891,11.54142572,11.35394504,11.27047637,11.40752394,11.36406861,11.5535682,11.64019858,11.3551551,11.39289888
TTK,11.31257421,11.88307363,11.08771866,11.31193693,11.03054807,11.11724106,11.31398728,11.41595863,11.39913087,11.16524925,10.87998751,10.86895292
SLC29A1,11.78660627,11.99152083,11.71224908,11.82083426,11.68339849,11.85682142,12.14816417,12.07054122,12.04600772,11.50419232,11.71566578,11.78538708
BTN2A1,11.47520253,11.46412342,11.41314074,11.50392405,11.52717292,11.52903097,12.02655055,11.93161115,12.107454,11.67527765,11.75951179,11.93199847
LAMA4,14.73959349,13.49333448,14.24608664,14.89075126,15.25459688,15.17626782,12.6334272,12.77937737,12.65210147,15.13941534,15.1871934,15.11166397
FAM46A,11.69224562,10.72654232,11.71224908,10.58122308,10.95983108,10.85034907,10.14571164,10.17930191,10.23841656,11.46912258,11.28398736,11.2418783
CLIC5,6.454056531,5.52746131,6.19377301,6.419409032,6.403826551,6.54786453,5.734364599,5.55433843,5.954664728,6.70689448,6.602118849,6.600190809
FBRSL1,11.33917649,11.41057661,11.3225132,11.45607268,11.54183024,11.41647683,11.74998932,11.71982498,11.78376562,11.39414021,11.4134805,11.48864122
ENPP5,8.140824558,7.318120117,7.665000448,5.827297551,6.240784878,6.295048452,7.497930898,7.800363732,7.332306968,7.151085835,7.19653065,6.818387843
ERBB2IP,12.31191637,12.57378792,12.07843952,12.00719461,12.00572055,11.91483325,11.76584586,11.80130532,11.8905421,12.17289975,11.90245057,11.89536865
PCDHB2,9.839597454,8.955705535,9.700390307,9.930692886,9.956272238,10.07582479,8.675779411,8.587241844,8.877539818,9.467637392,9.106177344,9.577007
HARS2,11.02708266,11.11830871,11.04960806,10.76660131,10.63398218,10.5770974,10.62204341,10.49711556,10.64186861,10.56179973,10.59002149,10.56636684
CEP72,8.916918698,9.439030938,8.993206519,9.161689681,9.056822203,9.153006115,9.370891222,9.120380316,9.171888806,8.79289389,8.745123262,8.694422824
MAN2A1,11.73411787,11.64549428,11.42238057,11.65251194,11.79674835,11.72376286,11.65849984,11.64493183,11.64392836,12.01425279,11.76663244,11.82827928
SEMA5A,12.99570854,11.31870453,12.50286785,13.29456207,13.66007661,13.58089682,11.55279208,11.75769145,11.47870419,13.28705663,13.2087933,13.23486847
C7,5.323991366,4.994746859,5.359264791,4.852928109,4.376859979,4.376859979,4.376859979,4.81713708,4.376859979,4.636978873,4.376859979,4.376859979
PAPD7,11.27524361,11.28598744,11.23732195,11.31193693,11.36057448,11.3799023,11.18406173,11.18230462,11.2206379,11.11150154,10.9567132,11.08459601
GHR,6.123040469,5.838626478,5.890042986,6.377852322,6.678537756,6.622247948,6.811383651,6.377856385,6.627897618,6.80993817,6.704807363,7.091101915
HMGCS1,11.74469141,12.05219658,11.88099723,11.79000716,11.3148816,11.36061419,10.30702997,10.23173173,10.29988836,11.27144034,10.80657085,10.59769988
DAP,14.27659804,14.02723072,14.17394241,14.62149513,14.58553957,14.60375832,14.45697973,14.40477991,14.42885683,14.12729944,14.19280123,14.25685852
NME5,7.075437092,6.677277442,7.114323001,7.351639449,7.305272362,7.077774163,6.38520316,6.001461538,6.42044889,6.573846513,6.547612406,6.475896699
BRD8,11.99252507,12.31051504,11.88736601,11.68688546,11.4841082,11.5197865,11.55206072,11.50141217,11.49135901,11.48181879,11.39291967,11.48768591
KIF20A,12.26099483,12.7006381,12.21230574,11.81124272,11.62347433,11.68189835,10.98601544,10.99304643,11.00891756,11.70338412,11.61707947,11.69929446
NNT,12.68909384,12.56625953,12.45457757,12.59159032,12.74592522,12.69323514,11.69804439,11.78585141,11.64495845,12.28951441,12.17818586,12.15145451
MRPS30,11.2207416,11.52487657,11.06654581,11.40536555,11.34661729,11.42640527,11.124304,11.08657867,11.11383063,10.64287713,10.6020154,10.6752772
HSPA9,14.69561493,15.04098621,14.55409986,14.49276757,14.37527958,14.38964929,14.70945553,14.68017376,14.69861176,14.3242425,14.32938301,14.30875851
MRPS27,12.10226449,12.45074395,12.01790465,11.96538875,11.90501503,11.93453332,11.68742712,11.6178847,11.65266071,11.35737113,11.43554063,11.43464092
PFDN1,11.8539872,12.1583522,11.97758232,11.77410793,11.59001568,11.64835796,11.68008215,11.59260002,11.69206273,11.30310755,11.35657156,11.48242038
HBEGF,11.19412787,11.74188151,11.0642989,11.41263317,11.20645198,11.33514779,12.59772725,12.5008326,12.68602352,11.3502778,11.33757008,11.39646631
LOX,14.94056705,14.39473898,14.73492072,15.29189351,15.67722774,15.57346228,13.11507449,13.0751999,13.18558756,14.29693147,14.24331475,14.17132019
CDH9,4.376859979,4.376859979,4.376859979,5.047136128,4.376859979,4.968144176,4.376859979,4.376859979,4.376859979,5.189747011,5.087667237,5.287660707
APBB3,9.678908788,9.257379728,9.873427395,9.07261349,9.354183604,9.208787802,8.712988614,8.619880017,8.749029024,9.352675884,9.124053977,9.332691207
TMCO6,6.936431377,7.167952009,7.17517223,7.515845517,7.823318419,7.718045804,7.299853558,7.398051285,7.143149391,7.178901287,7.161660219,7.403395616
SPARC,15.87800667,15.02600505,15.91941791,15.68500449,16.16028228,16.01617875,14.62921148,14.55929973,14.49896376,15.92331961,16.14979037,16.01214942
IK,13.22528036,13.34970457,13.22069748,12.97661607,12.83478181,12.84667353,12.8458483,12.79371188,12.90647551,12.75502928,12.71157212,12.86469789
HMGCR,11.8203199,12.10104981,11.76784571,11.55462547,11.24494218,11.24475579,11.06196322,11.05254208,11.13084269,11.25073813,11.00568615,10.88282714
COL4A3BP,11.97300674,11.75324683,11.71547419,11.80066402,11.73124559,11.76346787,11.54399112,11.55241771,11.60687555,11.45283214,11.29486432,11.25485116
FAF2,12.41554376,12.51319539,12.18257734,12.30831155,12.17398556,12.13589971,12.54283232,12.53228046,12.56716971,12.30465768,12.15530992,12.26229592
PCDHB3,5.562849326,5.43162124,5.600077601,5.64529783,5.450813696,5.665061415,5.148717883,5.06904554,5.25830385,5.638617513,5.646414922,5.769888323
PCDHB5,9.516437001,8.33402218,9.404084616,8.618999143,8.747893433,8.657570759,7.724910688,7.708321706,7.631003982,8.576470288,8.661815775,8.701048219
PCDHB6,5.489941357,5.397297799,5.91294592,5.983364559,6.336514305,5.977608526,5.23734106,5.192823915,5.047525603,5.26506519,5.087667237,5.423041154
PCDHB7,8.749326974,6.944610437,8.682788491,8.213970788,8.524598197,8.482508451,6.83148337,6.86830766,6.852092821,8.436357278,8.595999839,8.499090256
PDE8B,6.878956874,6.28161078,7.069155211,6.439692394,6.713487444,6.657922083,6.298262973,6.095736717,6.357570787,6.697120901,6.9828013,6.780097615
CLK4,9.629019141,9.597432236,9.492036731,8.584997416,8.426570366,8.419057712,8.922561223,8.756578848,8.645519605,9.074660989,8.810113891,8.775120671
PCDHB15,10.25138456,9.172746909,9.978623126,8.751315592,8.807461915,8.824906731,8.7077317,8.605465762,8.590823584,9.607068226,9.679164402,9.815082542
RNF130,11.56985563,11.41508148,11.57221344,10.93421425,10.92893909,10.90018541,10.80753477,10.62467056,10.71824615,10.80513546,10.79964441,10.90518137
THG1L,10.05259714,10.48535121,10.0987914,9.694605682,9.622761732,9.584331887,9.743363453,9.698335893,9.710082469,9.436926826,9.464585156,9.54978525
ARSB,11.11483459,11.03774148,11.04619651,11.00323917,10.95983108,10.91612849,11.80811416,11.77425176,11.77155582,11.30155995,11.22213434,11.30723181
CLINT1,12.59679017,12.75382101,12.35768346,12.44955127,12.42737014,12.32323748,12.56293762,12.61577821,12.57259314,12.35960531,12.28246223,12.28061255
CNOT6,10.52934321,10.90019196,10.48135894,10.62255428,10.5667642,10.42691547,10.86520309,10.91286309,10.86427273,10.73691886,10.49287948,10.56546153
IL12B,4.376859979,4.376859979,4.665485338,4.376859979,4.376859979,4.376859979,5.456152103,5.55433843,5.563133241,4.744228785,4.376859979,4.811733156
